aX,aY,aZ,gX,gY,gZ
-0.414,-0.150,1.000,-0.732,1.343,-22.095
-0.317,-0.132,1.001,-0.305,1.343,-18.555
-0.220,-0.110,0.999,0.183,1.038,-15.564
-0.232,-0.085,1.000,1.099,0.977,-13.062
-0.221,-0.041,1.001,2.319,0.732,-9.460
-0.209,-0.015,1.004,2.625,0.549,-4.517
-0.224,0.010,1.003,2.441,0.549,-0.122
-0.222,0.014,1.001,2.197,0.732,2.319
-0.231,0.008,1.001,1.648,0.610,3.479
-0.287,0.005,1.000,1.648,0.610,4.089
-0.095,-0.021,1.000,1.587,0.549,2.686
-0.030,-0.025,1.002,1.099,0.732,0.183
-0.026,-0.023,1.001,0.732,0.854,-0.061
-0.025,-0.023,1.001,0.793,0.916,-0.061
-0.026,-0.023,1.001,0.977,0.854,-0.122
-0.026,-0.026,1.001,1.099,0.916,-0.122
-0.026,-0.025,1.001,1.099,0.793,-0.183
-0.026,-0.025,1.001,1.099,0.610,-0.122
-0.025,-0.024,1.001,1.160,0.671,-0.122
-0.025,-0.021,1.000,1.343,0.854,-0.122
-0.026,-0.021,1.003,1.038,0.671,-0.061
-0.026,-0.021,1.001,1.099,0.732,0.061
-0.027,-0.021,1.000,0.916,0.671,-0.183
-0.027,-0.020,1.001,0.977,0.732,-0.244
-0.029,-0.021,1.001,1.099,0.488,-0.183
-0.028,-0.023,1.002,1.038,0.793,0.000
-0.028,-0.022,1.001,0.793,0.854,-0.061
-0.027,-0.024,1.000,0.671,0.610,-0.122
-0.025,-0.024,1.000,0.671,0.610,-0.061
-0.025,-0.024,1.001,0.610,0.549,-0.061
-0.023,-0.024,1.003,0.854,0.549,-0.122
-0.023,-0.024,1.002,1.099,0.793,-0.183
-0.022,-0.022,1.001,0.916,0.793,-0.183
-0.023,-0.023,1.002,0.854,0.793,-0.244
-0.023,-0.022,1.002,0.916,0.671,-0.244
-0.023,-0.022,1.001,0.732,0.671,-0.183
-0.024,-0.021,1.000,0.732,1.038,-0.183
-0.024,-0.023,1.000,0.854,0.793,-0.244
-0.026,-0.023,1.001,0.854,0.793,-0.122
-0.027,-0.022,1.002,0.732,0.793,-0.061
-0.027,-0.023,1.001,0.854,0.671,-0.122
-0.026,-0.024,1.001,0.916,0.732,-0.183
-0.025,-0.025,1.000,0.854,0.610,-0.122
-0.026,-0.023,1.001,0.854,0.854,-0.061
-0.025,-0.023,1.002,1.038,0.793,-0.061
-0.026,-0.023,1.002,0.793,0.732,-0.122
-0.026,-0.023,1.001,0.793,0.732,-0.061
-0.025,-0.022,1.001,0.732,0.671,-0.244
-0.025,-0.021,1.001,0.610,0.671,-0.244
-0.026,-0.021,1.001,0.671,0.671,-0.244
-0.026,-0.021,1.000,0.732,0.854,-0.122
-0.025,-0.022,1.000,0.732,0.793,-0.122
-0.025,-0.022,1.000,0.916,0.671,-0.183
-0.025,-0.024,1.001,0.793,0.671,-0.122
-0.026,-0.024,1.001,0.916,0.732,-0.183
-0.025,-0.024,1.001,0.977,0.793,-0.061
-0.025,-0.023,1.002,0.977,0.671,-0.183
-0.024,-0.022,1.003,0.977,0.610,-0.244
-0.024,-0.021,1.002,0.793,0.671,-0.122
-0.023,-0.020,1.003,0.793,0.610,-0.122
-0.022,-0.021,1.001,0.793,0.671,-0.183
-0.024,-0.022,1.001,0.916,0.671,-0.183
-0.024,-0.018,1.002,0.854,0.854,-0.061
-0.024,-0.023,1.001,1.038,0.916,-0.122
-0.026,-0.023,1.001,1.160,0.793,-0.183
-0.026,-0.023,1.002,1.282,0.854,-0.244
-0.028,-0.022,1.001,1.160,0.793,-0.122
-0.028,-0.024,1.001,1.160,0.916,-0.061
-0.028,-0.023,1.001,1.221,1.038,0.183
-0.026,-0.023,1.001,1.038,0.854,0.000
-0.027,-0.023,1.001,1.160,0.793,-0.183
-0.023,-0.021,1.002,1.038,0.793,-0.183
0.366,0.143,0.994,0.549,0.916,0.916
-0.107,-0.047,1.008,-2.197,1.526,19.653
-0.058,-0.030,1.000,0.000,0.977,37.781
-0.072,-0.037,1.005,1.404,0.549,28.564
-0.017,-0.017,0.999,1.648,0.366,13.916
-0.002,-0.006,1.005,1.099,0.488,10.193
-0.031,-0.014,1.001,0.671,0.671,13.855
-0.036,-0.030,1.000,0.671,0.671,15.442
-0.026,-0.030,1.001,0.916,0.732,13.062
-0.026,-0.031,1.002,0.610,0.610,11.169
-0.030,-0.026,1.004,0.916,0.610,10.498
-0.024,-0.018,1.004,0.732,0.610,10.803
-0.045,-0.028,1.001,0.488,0.427,11.292
-0.051,-0.027,1.003,0.610,0.488,10.071
-0.023,-0.006,1.001,1.038,0.732,7.263
0.004,0.019,1.009,0.671,0.671,5.981
-0.058,-0.077,1.001,0.427,0.793,7.202
-0.078,-0.082,1.000,0.305,0.977,6.958
-0.001,-0.004,1.001,1.099,0.732,2.930
-0.005,-0.017,1.005,0.793,0.732,3.174

